image,well,dapi_n,neuron,CELLNUMBERSEEDED,hydrogen_peroxide,neuron_n,axon_seg_count,axon_seg_area,axon_seg_av_size,per_neuron_axon_seg_count,per_neuron_axon_seg_area
2020-019,C11,4540,LC,6580,100,146,8914,148651,16.676,61.054794520547944,1018.1575342465753
2020-019,C12,4292,LC,6580,100,131,7251,131233,18.099,55.35114503816794,1001.7786259541984
2020-019,D01,4958,LC,6580,100,134,11342,255403,22.518,84.64179104477611,1905.9925373134329
2020-019,D02,3388,LC,6580,100,105,7409,141944,19.158,70.56190476190476,1351.847619047619
2020-019,D03,4229,LC,6580,100,187,9876,257406,26.064,52.81283422459893,1376.5026737967914
2020-019,D04,4825,LC,6580,100,175,11569,257727,22.277,66.10857142857142,1472.7257142857143
2020-019,D05,3998,LC,6580,100,99,5523,149583,27.084,55.78787878787879,1510.939393939394
2020-019,D06,3878,LC,6580,100,161,9066,199134,21.965,56.31055900621118,1236.857142857143
2020-019,D07,4175,LC,6580,100,129,8945,211742,23.672,69.34108527131782,1641.4108527131782
2020-019,D08,5038,LC,6580,100,200,12967,334845,25.823,64.835,1674.225
2020-019,D09,3823,LC,6580,100,156,10000,194281,19.428,64.1025641025641,1245.3910256410256
2020-019,D10,4055,LC,6580,100,78,7921,157138,19.838,101.55128205128206,2014.5897435897436
2020-019,D11,3420,LC,6580,100,94,6109,132512,21.691,64.98936170212765,1409.7021276595744
2020-019,D12,4390,LC,6580,100,67,4719,98260,20.822,70.43283582089552,1466.5671641791046
2020-019,E01,3942,LC,6580,150,135,7111,158362,22.27,52.67407407407408,1173.0518518518518
2020-019,E02,3312,LC,6580,150,114,6382,123086,19.286,55.98245614035088,1079.701754385965
2020-019,E03,3881,LC,6580,150,163,11785,298463,25.326,72.30061349693251,1831.0613496932515
2020-019,E04,4798,LC,6580,150,105,8261,214172,25.926,78.67619047619047,2039.7333333333333
2020-019,E05,3689,LC,6580,150,113,7859,210455,26.779,69.54867256637168,1862.4336283185842
2020-019,E06,4411,LC,6580,150,80,6219,113220,18.205,77.7375,1415.25
2020-019,E07,3563,LC,6580,150,85,7257,137499,18.947,85.37647058823529,1617.6352941176472
2020-019,E08,3790,LC,6580,150,74,4470,81398,18.21,60.4054054054054,1099.972972972973
2020-019,E09,4412,LC,6580,150,76,9045,140344,15.516,119.01315789473684,1846.6315789473683
2020-019,E10,4021,LC,6580,150,56,6963,103030,14.797,124.33928571428571,1839.8214285714287
2020-019,E11,4019,LC,6580,150,59,5609,104971,18.715,95.0677966101695,1779.1694915254238
2020-019,E12,4765,LC,6580,150,99,7114,112512,15.816,71.85858585858585,1136.4848484848485
2020-019,F01,4011,LC,6580,150,59,4234,55044,13,71.76271186440678,932.9491525423729
2020-019,F02,4259,LC,6580,150,45,5012,50372,10.05,111.37777777777778,1119.3777777777777
2020-019,F03,4530,LC,6580,150,38,6360,120069,18.879,167.3684210526316,3159.7105263157896
2020-019,F04,4540,LC,6580,150,76,4668,78175,16.747,61.421052631578945,1028.6184210526317
2020-019,F05,3660,LC,6580,150,62,6655,141169,21.212,107.33870967741936,2276.9193548387098
2020-019,F06,4596,LC,6580,150,78,7099,151701,21.369,91.01282051282051,1944.8846153846155
2020-019,F07,4179,LC,6580,150,54,5433,58241,10.72,100.61111111111111,1078.537037037037
2020-019,F08,4179,LC,6580,150,121,6749,162257,24.042,55.77685950413223,1340.9669421487604
2020-019,F09,4367,LC,6580,150,89,7695,125815,16.35,86.46067415730337,1413.6516853932585
2020-019,F10,3678,LC,6580,150,84,6320,79515,12.581,75.23809523809524,946.6071428571429
2020-019,F11,3251,LC,6580,150,58,4275,54423,12.731,73.70689655172414,938.3275862068965
2020-019,F12,4277,LC,6580,150,73,8180,136915,16.738,112.05479452054794,1875.5479452054794
2020-019,G01,3019,LC,6580,200,36,4267,35888,8.411,118.52777777777777,996.8888888888889
2020-019,G02,2521,LC,6580,200,20,3960,38218,9.651,198,1910.9
2020-019,G03,2206,LC,6580,200,29,3098,25905,8.362,106.82758620689656,893.2758620689655
2020-019,G04,2072,LC,6580,200,14,2023,9239,4.567,144.5,659.9285714285714
2020-019,G05,3136,LC,6580,200,17,2326,10240,4.402,136.8235294117647,602.3529411764706
2020-019,G06,3070,LC,6580,200,14,2386,11913,4.993,170.42857142857142,850.9285714285714
2020-019,G07,2109,LC,6580,200,31,2930,22772,7.772,94.51612903225806,734.5806451612904
2020-019,G08,2417,LC,6580,200,21,2150,10879,5.06,102.38095238095238,518.047619047619
2020-019,G09,1722,LC,6580,200,16,2486,12221,4.916,155.375,763.8125
2020-019,G10,2620,LC,6580,200,11,1613,8299,5.145,146.63636363636363,754.4545454545455
2020-019,G11,5984,LC,6580,200,14,2440,11176,4.58,174.28571428571428,798.2857142857143
2020-019,G12,3213,LC,6580,200,15,1943,11776,6.061,129.53333333333333,785.0666666666667
2020-019,H01,5720,LC,6580,200,52,2336,26363,11.286,44.92307692307692,506.9807692307692
2020-019,H02,3077,LC,6580,200,16,2678,16391,6.121,167.375,1024.4375
2020-019,H03,2981,LC,6580,200,12,3998,18393,4.601,333.1666666666667,1532.75
2020-019,H04,3321,LC,6580,200,13,3167,15069,4.758,243.6153846153846,1159.1538461538462
2020-019,H05,2613,LC,6580,200,20,1407,7583,5.389,70.35,379.15
2020-019,H06,3643,LC,6580,200,23,3510,19099,5.441,152.6086956521739,830.3913043478261
2020-019,H07,3325,LC,6580,200,18,2466,12539,5.085,137,696.6111111111111
2020-019,H08,3817,LC,6580,200,13,1810,9067,5.009,139.23076923076923,697.4615384615385
2020-019,H09,5227,LC,6580,200,8,1954,8817,4.512,244.25,1102.125
2020-019,H10,4097,LC,6580,200,15,3832,19507,5.091,255.46666666666667,1300.4666666666667
2020-019,H11,2985,LC,6580,200,10,1444,8936,6.188,144.4,893.6
2020-019,H12,2549,LC,6580,200,27,3295,20019,6.076,122.03703703703704,741.4444444444445
5-20191031-DMV-Str-XII-H2O2,A05,4308,XII,2800,0,6,128,2828,22.094,21.333333333333332,471.3333333333333
5-20191031-DMV-Str-XII-H2O2,A06,3980,XII,2800,0,8,186,4348,23.376,23.25,543.5
5-20191031-DMV-Str-XII-H2O2,A07,5592,XII,2800,0,7,166,4077,24.56,23.714285714285715,582.4285714285714
5-20191031-DMV-Str-XII-H2O2,A08,4144,XII,2800,0,7,181,3169,17.508,25.857142857142858,452.7142857142857
5-20191031-DMV-Str-XII-H2O2,A09,6713,STR,6800,0,18,1829,30266,16.548,101.61111111111111,1681.4444444444443
5-20191031-DMV-Str-XII-H2O2,A10,5547,STR,6800,0,14,1341,26099,19.462,95.78571428571429,1864.2142857142858
5-20191031-DMV-Str-XII-H2O2,A11,5617,STR,6800,0,25,3544,59955,16.917,141.76,2398.2
5-20191031-DMV-Str-XII-H2O2,A12,6201,STR,6800,0,15,2747,35239,12.828,183.13333333333333,2349.266666666667
5-20191031-DMV-Str-XII-H2O2,B05,4137,XII,2800,0,2,434,3754,8.65,217,1877
5-20191031-DMV-Str-XII-H2O2,B06,4529,XII,2800,0,2,426,6348,14.901,213,3174
5-20191031-DMV-Str-XII-H2O2,B07,4372,XII,2800,0,2,184,1698,9.228,92,849
5-20191031-DMV-Str-XII-H2O2,B08,4336,XII,2800,0,2,93,737,7.925,46.5,368.5
5-20191031-DMV-Str-XII-H2O2,B09,6062,STR,6800,0,12,1486,19213,12.929,123.83333333333333,1601.0833333333333
5-20191031-DMV-Str-XII-H2O2,B10,6659,STR,6800,0,26,2722,49548,18.203,104.6923076923077,1905.6923076923076
5-20191031-DMV-Str-XII-H2O2,B11,5752,STR,6800,0,6,1757,17937,10.209,292.8333333333333,2989.5
5-20191031-DMV-Str-XII-H2O2,B12,5666,STR,6800,0,38,3709,67528,18.207,97.60526315789474,1777.0526315789473
5-20191031-DMV-Str-XII-H2O2,D01,6504,DMV,4445,100,298,14672,254963,17.378,49.23489932885906,855.5805369127517
5-20191031-DMV-Str-XII-H2O2,D02,4459,DMV,4445,100,325,16985,245756,14.469,52.261538461538464,756.1723076923076
5-20191031-DMV-Str-XII-H2O2,D03,5043,DMV,4445,100,303,18787,313280,16.675,62.00330033003301,1033.927392739274
5-20191031-DMV-Str-XII-H2O2,D04,4996,DMV,4445,100,293,16668,354264,21.254,56.88737201365188,1209.0921501706484
5-20191031-DMV-Str-XII-H2O2,D05,4276,XII,2800,100,1,90,692,7.689,90,692
5-20191031-DMV-Str-XII-H2O2,D06,5010,XII,2800,100,3,199,2133,10.719,66.33333333333333,711
5-20191031-DMV-Str-XII-H2O2,D07,4726,XII,2800,100,2,131,1360,10.382,65.5,680
5-20191031-DMV-Str-XII-H2O2,D08,4416,XII,2800,100,2,178,2000,11.236,89,1000
5-20191031-DMV-Str-XII-H2O2,D09,5730,STR,6800,100,18,1245,19652,15.785,69.16666666666667,1091.7777777777778
5-20191031-DMV-Str-XII-H2O2,D10,5050,STR,6800,100,28,1538,26836,17.449,54.92857142857143,958.4285714285714
5-20191031-DMV-Str-XII-H2O2,D11,4851,STR,6800,100,13,1315,14859,11.3,101.15384615384616,1143
5-20191031-DMV-Str-XII-H2O2,D12,5502,STR,6800,100,17,1275,28156,22.083,75,1656.235294117647
5-20191031-DMV-Str-XII-H2O2,E01,4155,DMV,4445,100,195,10428,170289,16.33,53.47692307692308,873.276923076923
5-20191031-DMV-Str-XII-H2O2,E02,4944,DMV,4445,100,277,14166,279855,19.755,51.14079422382672,1010.3068592057762
5-20191031-DMV-Str-XII-H2O2,E03,4238,DMV,4445,100,220,13384,255774,19.11,60.836363636363636,1162.6090909090908
5-20191031-DMV-Str-XII-H2O2,E04,4699,DMV,4445,100,261,17441,318832,18.281,66.82375478927203,1221.5785440613026
5-20191031-DMV-Str-XII-H2O2,E05,4104,XII,2800,100,2,106,1084,10.226,53,542
5-20191031-DMV-Str-XII-H2O2,E06,4711,XII,2800,100,1,125,2800,22.4,125,2800
5-20191031-DMV-Str-XII-H2O2,E07,3906,XII,2800,100,1,122,994,8.148,122,994
5-20191031-DMV-Str-XII-H2O2,E08,4691,XII,2800,100,4,202,1885,9.332,50.5,471.25
5-20191031-DMV-Str-XII-H2O2,E09,5965,STR,6800,0,13,1785,24371,13.653,137.30769230769232,1874.6923076923076
5-20191031-DMV-Str-XII-H2O2,E10,5915,STR,6800,0,20,894,15287,17.1,44.7,764.35
5-20191031-DMV-Str-XII-H2O2,E11,5537,STR,6800,0,10,1236,18021,14.58,123.6,1802.1
5-20191031-DMV-Str-XII-H2O2,E12,6048,STR,6800,0,36,2278,44800,19.666,63.27777777777778,1244.4444444444443
5-20191031-DMV-Str-XII-H2O2,F01,4015,DMV,4445,150,215,9255,125519,13.562,43.04651162790697,583.8093023255814
5-20191031-DMV-Str-XII-H2O2,F02,4950,DMV,4445,150,235,11546,164008,14.205,49.13191489361702,697.9063829787234
5-20191031-DMV-Str-XII-H2O2,F03,4312,DMV,4445,150,294,14208,186270,13.11,48.326530612244895,633.5714285714286
5-20191031-DMV-Str-XII-H2O2,F04,4372,DMV,4445,150,186,11687,143819,12.306,62.833333333333336,773.2204301075269
5-20191031-DMV-Str-XII-H2O2,F05,4095,XII,2800,150,4,146,1437,9.842,36.5,359.25
5-20191031-DMV-Str-XII-H2O2,F08,3984,XII,2800,150,3,89,766,8.607,29.666666666666668,255.33333333333334
5-20191031-DMV-Str-XII-H2O2,F09,5290,STR,6800,150,14,974,18577,19.073,69.57142857142857,1326.9285714285713
5-20191031-DMV-Str-XII-H2O2,F10,5407,STR,6800,150,16,1134,27130,23.924,70.875,1695.625
5-20191031-DMV-Str-XII-H2O2,F11,4878,STR,6800,150,9,779,7847,10.073,86.55555555555556,871.8888888888889
5-20191031-DMV-Str-XII-H2O2,F12,5509,STR,6800,150,20,1145,17531,15.311,57.25,876.55
5-20191031-DMV-Str-XII-H2O2,G01,3739,DMV,4445,150,289,12204,210479,17.247,42.22837370242215,728.3010380622837
5-20191031-DMV-Str-XII-H2O2,G02,4954,DMV,4445,150,285,14332,253042,17.656,50.28771929824561,887.8666666666667
5-20191031-DMV-Str-XII-H2O2,G03,4633,DMV,4445,150,302,17027,297060,17.446,56.38079470198676,983.6423841059602
5-20191031-DMV-Str-XII-H2O2,G04,4258,DMV,4445,150,279,14065,199824,14.207,50.412186379928315,716.2150537634409
5-20191031-DMV-Str-XII-H2O2,G05,4269,XII,2800,150,1,188,1810,9.628,188,1810
5-20191031-DMV-Str-XII-H2O2,G06,4380,XII,2800,150,2,158,1438,9.101,79,719
5-20191031-DMV-Str-XII-H2O2,G07,3985,XII,2800,150,4,71,841,11.845,17.75,210.25
5-20191031-DMV-Str-XII-H2O2,G08,5376,XII,2800,150,1,322,2764,8.584,322,2764
5-20191031-DMV-Str-XII-H2O2,G09,6092,STR,6800,0,32,1806,43005,23.812,56.4375,1343.90625
5-20191031-DMV-Str-XII-H2O2,G10,6168,STR,6800,0,20,2480,37171,14.988,124,1858.55
5-20191031-DMV-Str-XII-H2O2,G11,5692,STR,6800,0,14,1625,29351,18.062,116.07142857142857,2096.5
5-20191031-DMV-Str-XII-H2O2,G12,5653,STR,6800,0,17,1176,25829,21.963,69.17647058823529,1519.3529411764705
5-20191031-DMV-Str-XII-H2O2,H01,5117,DMV,4445,200,236,10666,138909,13.024,45.19491525423729,588.5974576271186
5-20191031-DMV-Str-XII-H2O2,H02,5288,DMV,4445,200,313,13834,199476,14.419,44.198083067092654,637.3035143769968
5-20191031-DMV-Str-XII-H2O2,H03,5222,DMV,4445,200,206,14167,189343,13.365,68.77184466019418,919.1407766990292
5-20191031-DMV-Str-XII-H2O2,H04,2244,DMV,4445,200,55,4022,40940,10.179,73.12727272727273,744.3636363636364
5-20191031-DMV-Str-XII-H2O2,H05,3789,XII,2800,200,1,136,1331,9.787,136,1331
5-20191031-DMV-Str-XII-H2O2,H06,4600,XII,2800,200,3,96,587,6.115,32,195.66666666666666
5-20191031-DMV-Str-XII-H2O2,H07,3476,XII,2800,200,5,94,684,7.277,18.8,136.8
5-20191031-DMV-Str-XII-H2O2,H08,4651,XII,2800,200,3,150,2378,15.853,50,792.6666666666666
5-20191031-DMV-Str-XII-H2O2,H09,5115,STR,6800,200,10,955,12273,12.851,95.5,1227.3
5-20191031-DMV-Str-XII-H2O2,H10,6167,STR,6800,200,22,611,17668,28.917,27.772727272727273,803.0909090909091
5-20191031-DMV-Str-XII-H2O2,H11,6604,STR,6800,200,3,590,4210,7.136,196.66666666666666,1403.3333333333333
5-20191031-DMV-Str-XII-H2O2,H12,5048,STR,6800,200,22,1546,21050,13.616,70.27272727272727,956.8181818181819
8-20191107-SN-RAPHE-H2O2,A01,7451,SN,18300,0,28,2222,23409,10.535,79.35714285714286,836.0357142857143
8-20191107-SN-RAPHE-H2O2,A02,6221,SN,18300,0,32,2695,34353,12.747,84.21875,1073.53125
8-20191107-SN-RAPHE-H2O2,A03,5817,SN,18300,0,25,2071,22308,10.772,82.84,892.32
8-20191107-SN-RAPHE-H2O2,A06,5775,SN,18300,100,8,902,7627,8.456,112.75,953.375
8-20191107-SN-RAPHE-H2O2,A07,4686,SN,18300,100,15,1724,18909,10.968,114.93333333333334,1260.6
8-20191107-SN-RAPHE-H2O2,B01,6903,SN,18300,0,33,2568,28374,11.049,77.81818181818181,859.8181818181819
8-20191107-SN-RAPHE-H2O2,B02,9097,SN,18300,0,37,3047,35247,11.568,82.35135135135135,952.6216216216217
8-20191107-SN-RAPHE-H2O2,B03,9076,SN,18300,0,31,3265,39777,12.183,105.3225806451613,1283.1290322580646
8-20191107-SN-RAPHE-H2O2,B06,7536,SN,18300,100,6,817,5362,6.563,136.16666666666666,893.6666666666666
8-20191107-SN-RAPHE-H2O2,B07,5942,SN,18300,100,8,1463,13615,9.306,182.875,1701.875
8-20191107-SN-RAPHE-H2O2,C01,5989,SN,18300,0,34,3115,32486,10.429,91.61764705882354,955.4705882352941
8-20191107-SN-RAPHE-H2O2,C02,5996,SN,18300,0,42,4075,46900,11.509,97.02380952380952,1116.6666666666667
8-20191107-SN-RAPHE-H2O2,C06,8097,SN,18300,100,30,2705,26468,9.785,90.16666666666667,882.2666666666667
8-20191107-SN-RAPHE-H2O2,C07,4766,SN,18300,100,7,1209,11049,9.139,172.71428571428572,1578.4285714285713
8-20191107-SN-RAPHE-H2O2,D01,5755,SN,18300,0,32,2212,21097,9.538,69.125,659.28125
8-20191107-SN-RAPHE-H2O2,D02,7167,SN,18300,0,39,3210,37795,11.774,82.3076923076923,969.1025641025641
8-20191107-SN-RAPHE-H2O2,D03,6385,SN,18300,0,31,3035,35505,11.699,97.90322580645162,1145.3225806451612
8-20191107-SN-RAPHE-H2O2,D06,5874,SN,18300,100,29,2870,33313,11.607,98.96551724137932,1148.7241379310344
8-20191107-SN-RAPHE-H2O2,D07,6638,SN,18300,100,24,2415,23281,9.64,100.625,970.0416666666666
8-20191107-SN-RAPHE-H2O2,E01,8444,R,28500,0,307,27262,555626,20.381,88.8013029315961,1809.8566775244299
8-20191107-SN-RAPHE-H2O2,E02,7740,R,28500,0,189,32543,547427,16.822,172.1851851851852,2896.4391534391534
8-20191107-SN-RAPHE-H2O2,E03,8116,R,28500,0,203,29394,524504,17.844,144.79802955665025,2583.7635467980294
8-20191107-SN-RAPHE-H2O2,E06,13330,R,28500,100,215,25343,454178,17.921,117.87441860465117,2112.4558139534884
8-20191107-SN-RAPHE-H2O2,E07,7716,R,28500,100,203,27695,434791,15.699,136.42857142857142,2141.8275862068967
8-20191107-SN-RAPHE-H2O2,E08,8615,R,28500,150,132,13848,232623,16.798,104.9090909090909,1762.2954545454545
8-20191107-SN-RAPHE-H2O2,E09,9449,R,28500,150,226,17031,325611,19.119,75.35840707964601,1440.7566371681417
8-20191107-SN-RAPHE-H2O2,E10,8512,R,28500,150,102,16184,234831,14.51,158.66666666666666,2302.264705882353
8-20191107-SN-RAPHE-H2O2,E11,4281,R,28500,200,32,3754,52564,14.002,117.3125,1642.625
8-20191107-SN-RAPHE-H2O2,E12,5111,R,28500,200,62,4489,82679,18.418,72.40322580645162,1333.532258064516
8-20191107-SN-RAPHE-H2O2,F01,6949,R,28500,0,267,30109,495345,16.452,112.76779026217228,1855.2247191011236
8-20191107-SN-RAPHE-H2O2,F02,8459,R,28500,0,329,32880,642437,19.539,99.93920972644376,1952.696048632219
8-20191107-SN-RAPHE-H2O2,F03,8809,R,28500,0,235,34699,563054,16.227,147.65531914893617,2395.9744680851063
8-20191107-SN-RAPHE-H2O2,F06,8809,R,28500,100,172,22147,386815,17.466,128.76162790697674,2248.9244186046512
8-20191107-SN-RAPHE-H2O2,F07,9823,R,28500,100,166,24914,357701,14.357,150.0843373493976,2154.8253012048194
8-20191107-SN-RAPHE-H2O2,F08,8690,R,28500,150,147,18026,296432,16.445,122.62585034013605,2016.544217687075
8-20191107-SN-RAPHE-H2O2,F09,8369,R,28500,150,75,13474,178187,13.225,179.65333333333334,2375.826666666667
8-20191107-SN-RAPHE-H2O2,F10,8946,R,28500,150,104,10406,184364,17.717,100.0576923076923,1772.7307692307693
8-20191107-SN-RAPHE-H2O2,F11,6613,R,28500,200,35,5802,94775,16.335,165.77142857142857,2707.8571428571427
8-20191107-SN-RAPHE-H2O2,F12,5670,R,28500,200,64,6602,125215,18.966,103.15625,1956.484375
8-20191107-SN-RAPHE-H2O2,G01,7750,R,28500,0,319,31892,628829,19.717,99.97492163009404,1971.2507836990596
8-20191107-SN-RAPHE-H2O2,G02,8279,R,28500,0,237,28070,494337,17.611,118.43881856540085,2085.8101265822784
8-20191107-SN-RAPHE-H2O2,G03,8983,R,28500,0,350,32381,644297,19.897,92.51714285714286,1840.8485714285714
8-20191107-SN-RAPHE-H2O2,G06,8085,R,28500,100,213,23269,415657,17.863,109.24413145539906,1951.4413145539907
8-20191107-SN-RAPHE-H2O2,G07,8854,R,28500,100,112,22689,352359,15.53,202.58035714285714,3146.0625
8-20191107-SN-RAPHE-H2O2,G08,7594,R,28500,150,180,15645,310786,19.865,86.91666666666667,1726.588888888889
8-20191107-SN-RAPHE-H2O2,G09,8569,R,28500,150,140,13200,231476,17.536,94.28571428571429,1653.4
8-20191107-SN-RAPHE-H2O2,G10,7373,R,28500,150,107,11771,206240,17.521,110.00934579439253,1927.4766355140187
8-20191107-SN-RAPHE-H2O2,G11,5534,R,28500,200,53,7685,126383,16.445,145,2384.5849056603774
8-20191107-SN-RAPHE-H2O2,G12,5140,R,28500,200,28,3970,52403,13.2,141.78571428571428,1871.5357142857142
8-20191107-SN-RAPHE-H2O2,H01,7132,R,28500,0,232,20278,383192,18.897,87.40517241379311,1651.6896551724137
8-20191107-SN-RAPHE-H2O2,H02,6403,R,28500,0,244,26416,505244,19.126,108.26229508196721,2070.6721311475408
8-20191107-SN-RAPHE-H2O2,H03,9722,R,28500,0,327,29619,603630,20.38,90.57798165137615,1845.9633027522937
8-20191107-SN-RAPHE-H2O2,H06,5739,R,28500,100,97,12676,198509,15.66,130.68041237113403,2046.4845360824743
8-20191107-SN-RAPHE-H2O2,H07,7018,R,28500,100,164,17066,277925,16.285,104.0609756097561,1694.6646341463415
8-20191107-SN-RAPHE-H2O2,H08,6269,R,28500,150,41,7572,101363,13.387,184.6829268292683,2472.268292682927
8-20191107-SN-RAPHE-H2O2,H09,10109,R,28500,150,180,17873,322123,18.023,99.29444444444445,1789.5722222222223
8-20191107-SN-RAPHE-H2O2,H10,5979,R,28500,150,71,5953,106156,17.832,83.84507042253522,1495.1549295774648
8-20191107-SN-RAPHE-H2O2,H11,5290,R,28500,200,43,5404,71949,13.314,125.67441860465117,1673.2325581395348
8-20191107-SN-RAPHE-H2O2,H12,5941,R,28500,200,150,17533,302322,17.243,116.88666666666667,2015.48
12-290191206-SN-VTA-H2O2,G07,NA,SN,12600,100,1,414,2505,6.051,414,2505
2020-018,A12,NA,DMV,NA,0,144,37781,1502643,39.772,262.36805555555554,10435.020833333334
2020-018,B01,NA,STR,NA,0,7,3948,43813,11.098,564,6259
12-290191206-SN-VTA-H2O2,E11,1512,SN,12600,200,1,519,2604,5.017,519,2604
12-290191206-SN-VTA-H2O2,E12,1698,SN,12600,200,4,671,3542,5.279,167.75,885.5
12-290191206-SN-VTA-H2O2,F11,1388,SN,12600,200,1,427,1663,3.895,427,1663
12-290191206-SN-VTA-H2O2,F12,2042,SN,12600,200,1,553,3037,5.492,553,3037
12-290191206-SN-VTA-H2O2,G11,1518,SN,12600,200,2,419,1847,4.408,209.5,923.5
12-290191206-SN-VTA-H2O2,G12,1199,SN,12600,200,1,125,1214,9.712,125,1214
12-290191206-SN-VTA-H2O2,H11,1556,SN,12600,200,1,443,1916,4.325,443,1916
12-290191206-SN-VTA-H2O2,H12,1494,SN,12600,200,3,366,1655,4.522,122,551.6666666666666
8-20191107-SN-RAPHE-H2O2,A12,2702,SN,18300,200,3,496,1838,3.706,165.33333333333334,612.6666666666666
8-20191107-SN-RAPHE-H2O2,B11,2311,SN,18300,200,1,667,2676,4.012,667,2676
8-20191107-SN-RAPHE-H2O2,C11,2868,SN,18300,200,1,667,2991,4.484,667,2991
8-20191107-SN-RAPHE-H2O2,D12,4304,SN,18300,200,4,1008,8494,8.427,252,2123.5
2020-006,G01,9149,SN,11000,200,0,20288,272808,13.447,167.6694214876033,2254.6115702479337
2020-006,G02,9049,SN,11000,200,0,17605,246053,13.976,160.04545454545453,2236.8454545454547
2020-006,G03,8816,SN,11000,200,0,19259,306206,15.899,161.8403361344538,2573.159663865546
2020-006,G04,8619,SN,11000,200,0,18478,295157,15.973,136.8740740740741,2186.348148148148
2020-006,H01,9419,SN,11000,200,0,19787,213237,10.777,271.05479452054794,2921.054794520548
2020-006,H02,9200,SN,11000,200,0,26734,426361,15.948,275.6082474226804,4395.474226804124
2020-006,H03,8809,SN,11000,200,0,12241,171805,14.035,139.10227272727272,1952.3295454545455
2020-006,H04,8982,SN,11000,200,0,19612,307648,15.687,170.5391304347826,2675.2
12-290191206-SN-VTA-H2O2,E08,1469,SN,12600,150,5,342,2033,5.944,68.4,406.6
12-290191206-SN-VTA-H2O2,E09,1666,SN,12600,150,1,388,2255,5.812,388,2255
12-290191206-SN-VTA-H2O2,E10,1559,SN,12600,150,1,476,2205,4.632,476,2205
12-290191206-SN-VTA-H2O2,F08,1491,SN,12600,150,3,286,1373,4.801,95.33333333333333,457.6666666666667
12-290191206-SN-VTA-H2O2,F09,1591,SN,12600,150,1,465,2241,4.819,465,2241
12-290191206-SN-VTA-H2O2,F10,1807,SN,12600,150,4,644,3409,5.293,161,852.25
12-290191206-SN-VTA-H2O2,G10,1270,SN,12600,150,2,364,1914,5.258,182,957
12-290191206-SN-VTA-H2O2,H08,1877,SN,12600,150,2,562,3398,6.046,281,1699
12-290191206-SN-VTA-H2O2,H10,1742,SN,12600,150,4,439,3019,6.877,109.75,754.75
8-20191107-SN-RAPHE-H2O2,A08,4262,SN,18300,150,2,738,3994,5.412,369,1997
8-20191107-SN-RAPHE-H2O2,A09,4927,SN,18300,150,3,626,4778,7.633,208.66666666666666,1592.6666666666667
8-20191107-SN-RAPHE-H2O2,B08,6500,SN,18300,150,9,1178,8911,7.565,130.88888888888889,990.1111111111111
8-20191107-SN-RAPHE-H2O2,B09,4772,SN,18300,150,4,1066,5575,5.23,266.5,1393.75
8-20191107-SN-RAPHE-H2O2,B10,5501,SN,18300,150,9,976,8002,8.199,108.44444444444444,889.1111111111111
8-20191107-SN-RAPHE-H2O2,C08,3603,SN,18300,150,2,658,2935,4.46,329,1467.5
8-20191107-SN-RAPHE-H2O2,C09,5020,SN,18300,150,11,1130,10177,9.006,102.72727272727273,925.1818181818181
8-20191107-SN-RAPHE-H2O2,C10,4342,SN,18300,150,4,779,5883,7.552,194.75,1470.75
8-20191107-SN-RAPHE-H2O2,D08,3837,SN,18300,150,15,1325,12113,9.142,88.33333333333333,807.5333333333333
8-20191107-SN-RAPHE-H2O2,D09,4428,SN,18300,150,7,942,7431,7.889,134.57142857142858,1061.5714285714287
8-20191107-SN-RAPHE-H2O2,D10,6293,SN,18300,150,13,1590,18018,11.332,122.3076923076923,1386
2020-006,E01,8655,SN,11000,150,0,20883,331684,15.883,161.88372093023256,2571.1937984496126
2020-006,E02,8525,SN,11000,150,0,31737,496076,15.631,273.5948275862069,4276.517241379311
2020-006,E03,8700,SN,11000,150,0,30773,485163,15.766,246.184,3881.304
2020-006,F01,9003,SN,11000,150,0,30717,523355,17.038,260.3135593220339,4435.21186440678
2020-006,F02,9146,SN,11000,150,0,33808,583335,17.254,268.3174603174603,4629.642857142857
2020-006,F03,9274,SN,11000,150,0,39579,638395,16.13,321.780487804878,5190.20325203252
2020-006,F04,8344,SN,11000,150,0,31702,523221,16.504,290.8440366972477,4800.192660550459
2020-006,E04,NA,SN,11000,150,0,35413,527499,14.896,350.6237623762376,5222.762376237623
