neuron,image_number,image,var_type,Area,Mean,X,Y,Feret,MinFeret,AR,skeleton_axon_pixels,image_axon_length_um
DMV,01,DMV_01,varicosities,32,331.7,66.4,4.7,12.8,4.7,3.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,17,1015.6,74.3,2.3,6.4,4,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,27,135.3,375,4.2,10.3,4.4,2.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,66,127.7,547.2,13.2,27.9,4.5,8.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,40,88.8,664.2,5,13.5,4.7,3.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,27359,190.7,603.3,513.6,1253.3,908.2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,228.5,853,0.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,88.2,184,2,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,77.4,840.7,3.7,4.2,2.1,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,75.8,653,4,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,28,94.4,181.2,11.2,12.6,4.1,4.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1305,319.6,179.1,103.9,236.6,113.4,2.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,222.5,389.5,14,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,891,241.5,378.9,43.8,197.7,64.2,3.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,102,208,635.4,21.6,18.9,8.5,2.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,11,97.1,657.5,17.5,5.8,3,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,13,73.7,178.3,21.7,6.7,3,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,47,84.3,378,33.7,10.3,7.1,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,97,190.8,537.4,46.7,30,12.1,3.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,66.5,175,32,4.5,2,2.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,165,75.8,790.3,43,46.6,8.7,8.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,122,138.1,595.7,45,48.4,5.8,12.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,14,108.7,638.3,35.1,5.4,4,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,75,173.5,35.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,19,66.5,170.7,42.9,11.7,3.2,5.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,91.5,645,37.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,111.2,681.6,42.2,4.5,3,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,12,91.8,629.1,42.9,6.3,3.8,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,82.5,950.5,43,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,125,140.7,619,49.9,18.4,11.3,1.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,111,265.5,942,53.3,20.6,8.3,2.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,129.3,383.8,48.8,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,73.4,631.5,50.2,4.5,3,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,18,105.1,165,54.5,6.4,4,1.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,149,119.8,564.2,61.1,30,11.1,3.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,507,415.5,55.5,4.2,2.2,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,82.5,504.5,55,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,1538.8,499.1,56.6,5,3,1.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,23,73.3,763.8,58.8,10.3,4.5,2.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,46,81.5,269.5,61.8,25,3.3,11.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2405,264.8,928.5,211.7,324.7,25.7,18.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,101.6,488.5,60.5,3.2,2.8,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,201,606.2,60.5,3.2,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,12,115.2,618,63,6.3,2,3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,88.5,389,63.5,6.4,2.1,3.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,151,200.3,929.7,72.3,25.8,9.4,2.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,41,149.7,599.3,68.1,14.4,4.8,4.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,12,158.2,475,66,4.5,4,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1117,81.5,699.4,188.6,303,35.5,15,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,134,381.2,66.2,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,19,157.6,419.2,72,7.2,4.4,1.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,90.5,410,72,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,48,92.6,535.8,75.2,17.2,6.9,3.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,109,188,611.4,80.2,24.6,11.3,2.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,272.1,402.4,74.2,4.5,3,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,130,289.3,499.8,82.7,30,9.9,3.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,21,85.8,524.1,76.5,8.5,3,2.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,75.3,515.5,78,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,10,108.8,588.2,79.2,4.5,3.5,1.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,51,227.6,275.7,83.2,11.7,7,1.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,10,115.3,557.3,80.6,5.8,2.8,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,55,107.6,626.5,86.2,9.8,7,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,137,117.7,537.9,93.1,35.8,12.9,3.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,12,121.1,240.4,90.9,9.2,3,4.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,13,80.8,918.9,89.5,6.4,3.5,2.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,155,96.6,587.7,99.1,33.6,11.2,2.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,185.2,444.4,92.2,4.5,3,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,15,152.8,57.2,95,5.8,4,1.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,92.2,71.3,94.1,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,90,90.5,906.3,108.3,36.4,5.8,9.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,11,216.3,46.9,95.6,5,3,1.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,52,210.1,106.3,101.1,17.2,5.4,3.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,144.2,244,98.5,3.6,2,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,93.5,607,98,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,75.7,348.5,100,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,112.3,516.5,100,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,27,928.9,432.8,102.8,8.5,4.9,1.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,192.5,606,102.5,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,79,247.5,102.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,368,305.5,495.4,115,46.1,24.2,1.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,197,505.5,102.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,12,91.8,467.4,106.2,8.1,2.5,4.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,7,78.3,858.2,105.2,5,2.7,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,27,99.7,563.6,106.9,13.6,3.5,5.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,41,137.1,527.3,112.4,12.4,6,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,84,250.2,108.8,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1002,259.2,367.6,133.7,197.3,24.9,12,24527,5078.053830227743
DMV,01,DMV_01,varicosities,39,112.2,545.2,109.7,19.4,3.4,7.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,81,136.2,615.8,115.9,24.7,6.1,5.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,74.8,532,111,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,7,68.4,594.2,111.5,3.6,3,1.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,90.2,520,112,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,80,599.4,123.1,123.8,22.5,5.9,4.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,78,128.4,676.3,118,21.2,5,4.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,128.9,415.2,119.4,4.5,3,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,23,108.9,574.3,121.1,7.2,5,1.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,7,70.9,316.8,120.5,3.6,3,1.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,66,133,652.9,121.1,22.4,4.7,6.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,25,139.1,636.5,122.4,9.2,3,2.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,199,886.5,121.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,115,635.6,251.1,132.3,18,14.3,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,70,527,123.5,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,18,107.1,566.6,127.3,10.6,3.5,4.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,178,351,126.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,78,896.5,127.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,172,126.9,524.5,159.4,64.4,5.3,17.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,70.4,465.3,130.9,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,36,460.8,480.1,135.2,8.9,6,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,501,164.2,860.7,223.6,192.9,9.9,36.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,43,91.5,560.2,141.6,16.8,4.1,5.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,13,327.1,982.9,136,6.7,3.6,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,27,182.5,428.5,141.6,13,4.2,3.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,14,96.2,229.5,139.4,7.6,2.9,3.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,16,89.1,281.6,140.2,7.3,3,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,147.6,370,143,4.5,2.8,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,37,608.1,403.9,146.9,9.4,6.4,1.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,21,191.5,257.9,149.5,8.1,5,1.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,34,77.4,556.6,161.5,16.8,3.5,6.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,75.8,376,156,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,736.6,382.3,159.1,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,131,964.5,160,3.6,2,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,36,158,102.9,164.9,12,5.5,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,238.5,1023,162.5,5.4,2,2.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,367.3,300.2,165.8,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,7,243.7,1017.8,171.1,4.5,2.8,1.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,25,94.8,550.3,176.2,13,3.6,4.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,17,334.8,267.1,176,7.2,4,2.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,39,256.9,106.9,179.6,15.3,4.8,4.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,59,468.7,312.3,179.5,13.9,8.3,1.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,74.6,361.3,177.1,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,110.3,1013.4,178.3,5.8,2.7,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,93,364.5,178.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,16,204.8,1022.6,183.2,6.7,3,2.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,866,103.1,537.7,234.6,180.3,66.1,2.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,118.5,546.5,183,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,253,444.5,185,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,46,130.4,264.9,191.1,17.8,4.7,5.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,167.2,543,186,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,14,144.3,309.4,190.6,5.8,4,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,177.5,360,189,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,72,108.1,998.9,202.6,30.8,6.1,7.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,33,145.2,1020.1,192.5,10.8,5.5,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,60.7,258.8,193.8,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,17,129.5,306.9,196.6,8.2,3,3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,23,152.2,524.9,200.2,9.8,3.5,3.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,31,321.5,105.8,203.6,14.3,3,5.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,110,300.5,197.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,74.5,290.5,200,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1044,255,955.9,279.1,191.4,13.8,21.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,21,137.8,279.1,202.3,6.7,6,1.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,166,186.2,220,217.9,33.6,15.5,2.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,137.5,320.5,206,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,244,308.3,171,237.8,78.8,11.5,8.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,142.6,218.7,209.9,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,23,193.6,225.2,212.9,9.8,4.4,3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,17,107.5,285.1,214.2,8.1,3.6,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,93.4,988.1,215.7,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,184,322.4,218.6,4.2,3,1.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,108.5,103,218.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,11,91.3,984.3,221.5,6.4,3.1,2.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,112,369,256.6,226.9,31.6,8.5,4.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,71,98.5,223,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,175.7,286.8,222.8,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,202.5,338,224,2.8,1.4,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,92.7,230.5,227,5,2.1,2.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,42,83.2,974.1,234.2,22.8,3.7,8.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,110,334.5,229.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,14,78.2,235,233,7.2,3.2,2.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,125,91.5,231.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,34,108.1,83.5,241.8,16.6,4.3,5.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,238.2,274.9,237.7,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,7,456.4,286.2,237.1,4.5,2,1.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,14,174.1,326.6,240.4,5.8,3,1.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,29,77.8,241.5,244.7,14.9,3.9,4.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,140.2,975,245,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,164,104.5,939.3,278.4,76.8,5.3,28.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,152,577.2,330.2,257.3,37.9,17,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,31,84.2,255.3,252,15.5,3.3,6.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,71.2,267.5,254,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,16,114,73.7,258.5,8.1,3.6,2.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,14,101.1,275.7,256.9,5.4,4,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,106.4,280,261,4.5,2,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,271,520,354.4,278.2,59.5,10.1,7.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,22,204.7,286.4,270,9.2,4,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,149.4,277.3,271.1,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,30,118.3,69.9,276.5,10.4,4,2.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,120,267.5,273,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,153,249.5,517.1,279.4,18.4,14.8,1.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,7,119.6,260.8,275.5,3.6,3,1.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,180,551.4,224.2,280.6,52,9.2,9.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,10,129.5,248.3,277.5,4.5,3,1.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,112,310.7,278.9,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,233.3,197.5,283,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,43,99,272.3,285,19.6,4.3,6.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,69,143.3,247,294.4,31.3,4.5,9.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,66.6,319,289.5,6.4,2.1,3.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,60,66.5,289.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,916,353.2,515.2,342.9,103.4,45.8,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,87.7,608.8,291.2,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,148,883.5,290.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,91.8,242.5,293.2,3.2,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,63.3,323.7,294,5.7,2.1,3.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,12,327.4,507.3,293.6,5.4,3,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,119.2,499.5,295,3.6,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,21,149,373.4,298.4,8.6,4.2,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,36,64.9,541.7,298.8,9.8,5.6,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,24,126.2,60.2,300.8,9.4,4.2,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,95,1029.9,165.5,304.2,26.4,8,3.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,14,169.1,336.5,304,6.4,3.5,1.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,10,72.3,343.8,310,6.4,2.8,2.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,105,349.7,896.7,325.4,41.8,6.5,9.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,12,265.8,389,314.5,6.4,3.1,2.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,132.7,150.8,317.1,5.7,2.8,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,60,351.5,315.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,13,62.5,357,319.3,9.2,2.8,4.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,118.8,743.9,319.5,5.1,2,2.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,28,418.1,48.6,321.4,9.2,4.2,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,69,392.5,318.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,11,154.7,397.5,321.5,5.1,3,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,65.8,362.5,325,5,2.1,2.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,65,145.5,324.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,45,326.9,432.1,328.9,20.6,4.3,7.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,73.6,802.7,326.1,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,5,123.8,43.1,329.7,3.6,2,1.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,19,90.5,637.7,330.4,7.2,4.2,1.9,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,231,743,328.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,38,151.4,790.4,331.9,19.6,5,5.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,78.5,368,329.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,129,821,332,4.5,2,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,274,100.6,584.4,366.9,89.8,18.2,5.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,248,843.5,333,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,59.5,373,333.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,13,700.6,900.2,335,5.4,4,1.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,41,89.2,1015.6,338,17.7,4.9,4.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,26,372.8,448.6,337.3,9.8,4.5,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,298,405.6,675.6,363.8,79.2,19.8,5.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,8,69.2,677.6,335.4,4.2,3,1.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,89.8,40,336.5,3.6,2,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,38,258.7,765.1,338.1,11.4,5.4,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,266,822.2,336.5,3.2,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,78.8,377.8,337.9,5.7,2.8,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,30,254.2,410.9,341.3,10.3,4.9,2.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,88,795.5,337.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,1391.2,888,338,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,7,398.3,716.5,340.8,3.6,3,1.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,149,626.3,781,347.7,21.6,12,2.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,15,967.3,797.6,342.2,5.8,4,1.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,179.2,822,341,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,85,170.3,875,353.6,32.4,4.8,10.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,146,153.3,725.1,347.3,25.5,9,3.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,654.7,895.3,344.7,3.6,2.8,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,100,736.5,344.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,50,109,998.1,354.3,18.4,4.9,4.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,243.5,707,348.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,11,402.9,29.9,351,4.5,4,1.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,3,81,695.8,350.2,2.8,2,1.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,41,425.7,701.3,354,8.9,7,1.3,24527,5078.053830227743
DMV,01,DMV_01,varicosities,9,129.2,685.9,353.1,5,3.5,1.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,257,1045.8,753.4,364.7,37.8,13.2,3.4,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1,248,710.5,352.5,1.4,1,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,26,1011.1,462,355.5,6.7,5,1.2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,296,231.3,858.6,391.3,89.9,13.4,9.6,24527,5078.053830227743
DMV,01,DMV_01,varicosities,6,89.8,882.7,356.5,4.2,2.7,1.8,24527,5078.053830227743
DMV,01,DMV_01,varicosities,1754,375.9,852.8,539.7,344.2,41.8,8.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,72,249,1020.4,367.6,16.6,9,1.7,24527,5078.053830227743
DMV,01,DMV_01,varicosities,21,427.5,26.5,362.5,5.8,5,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,2,706.5,689,362.5,2.2,1,2,24527,5078.053830227743
DMV,01,DMV_01,varicosities,13,339.8,986.5,364.9,6.4,3.5,2.1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,18,74.7,353.3,367.9,9.5,3,3.5,24527,5078.053830227743
DMV,01,DMV_01,varicosities,4,285,700,365,2.8,2,1,24527,5078.053830227743
DMV,01,DMV_01,varicosities,10,205.7,845.2,369.8,4.5,3.5,1.2,24527,5078.053830227743
