neuron,image_number,image,var_type,Area,Mean,X,Y,Feret,MinFeret,AR,skeleton_axon_pixels,image_axon_length_um
DMV,04,DMV_04,varicosities,8,158.2,522,327,4.5,2,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,99,208.8,432.2,336.8,22.8,8.8,3.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,64,135.4,593.4,334.2,17,8.9,2.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,135.5,941,333.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,11,93.9,133.5,336.5,7.1,2.8,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,281,207,337,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,134,175.1,197.3,349.6,57.1,10.1,7.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,111.2,586,340,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,57,593.3,567.4,346.9,12.1,7.2,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,39,125.5,607.9,345.1,10.8,7.8,1.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,51,104.5,13.9,343.5,20.2,3,6.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,194.2,586.8,344,4.1,2,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,73.5,1,345,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,29,395.4,425.4,346.2,10.4,4,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,127.5,586,347.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,80.7,222.8,350.8,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,15,73.2,610.1,356.6,8.1,3.1,3.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,221.5,631,354.5,5,2.1,2.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,82,199.8,355.5,3.2,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,261.8,685,355.5,4.1,3,1.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,267,763.1,584.7,365.3,60.2,12.7,5.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,221,221,358.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,135,635.5,358.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,118,638,362.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,119.5,435,366,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,175,642.5,368.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,149,75.7,370.3,3.6,2.8,1.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,88.7,611,370.5,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,121,113.5,370.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,105,170.5,375.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,83,369.5,268.1,382,20.8,7.3,3.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,398.6,352,378,4.5,4,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,242,646.5,377,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,129.2,331,378,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,107.8,339.5,378.2,3.2,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,9,96.3,415.6,379.8,4.5,3,1.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,857.8,195,380,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,134,569.5,380,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,25,188,915.2,384.1,6.7,5.7,1.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,153.3,105.8,383.5,3.6,1.8,2.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,125,1003.6,512.7,393,19,11,1.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,87.8,423,385,4.5,2,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,192.8,454,385.5,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,11,111.9,434.5,387.5,5.8,3,2.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,104.2,378.5,388,3.6,2,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,344,257.2,389.2,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,112,363.7,283.4,397.8,20.8,11.1,2.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,59,147.2,92.2,397.8,20.6,5.7,4.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,575.2,260.5,392,3.6,2,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,284.5,267,394,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,168.5,296.5,395,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,113.5,403.5,395,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,75.8,414,395,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,71,408.7,238,402.7,26.6,5.8,7.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,319,252.5,395.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,66.4,437.6,397.2,5.4,3,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,267,109.9,400.2,400.8,111,6.8,22.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,127.3,268.9,402.2,4.5,2,1.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,93,339.5,402,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,190,634.2,403.1,4.5,2.8,1.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,136.8,459,404,4.5,2,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,100,269.5,405.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,211.9,282.5,408.2,3.6,3,1.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,5,96.4,314.7,408.7,4.2,2.1,2.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,479,456,408,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,288,111.2,959.3,429.5,99.2,13.3,11.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,67,145.9,75.7,419.6,22,7.9,3.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,72.1,271,414,6.3,2,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,75.4,310.5,415.5,4.2,2.8,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,72,129.5,416.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,76,127.5,417.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,166,129.4,277.4,424.6,58.5,10.5,9.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,109,125.5,418.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,154,123.5,419.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,239.5,878.5,420,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,80.3,428.5,420.8,3.6,1.8,2.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,51,160.1,418.7,424.9,17.7,5.1,4.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,5,130.6,828.7,423.1,3.6,2,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,82.3,873.8,422.8,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,139,141.6,909.8,431,45.3,13.7,3.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,107.2,1.5,424,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,297,576.7,774.3,435.4,42.6,18.1,2.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,105.5,781.5,426,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,118.2,786,427,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,16,90.7,792.9,429.1,8.9,3.2,3.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,31,137.1,939,430.5,16.6,3.5,7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,74,397.8,448.2,432.5,16.1,7,2.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,59,369.5,470.5,433.1,16.3,6,2.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,89.5,813,431,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,17,73.2,268.7,435.1,8.5,3,3.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,34,277,804.1,433,12.2,5,2.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,140,730.5,433.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,124.5,871,435.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,33,98.6,958.3,438.6,19.3,3.4,8.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,28,195.8,488.2,438,14.6,3.2,6.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,160.5,181,439,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,89.5,716,439,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,145,221,516,443,47.3,10,7.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,88.2,49,441,6.3,2,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,75,208.1,558.5,446.3,19.6,7,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,33,911.2,420.7,447.5,9.5,5,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,300,785.5,446.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,239,195.7,817.3,457.2,50.3,12.3,6.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,9,160.4,446.5,448.5,4.2,3,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,76.5,695,449,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,11,132.2,574.5,451.5,7.6,2.5,3.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,234.7,1001.2,450.9,4.5,2,1.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,11,128.4,746.4,452.3,5.4,3,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,52,453.2,845.9,455,12.8,7,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,30,153,918.2,456.8,11.4,4,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,121.5,1006,452,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,25,79.6,1015.5,454.1,13.6,3,6.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,70,153.4,594.4,460.2,29.1,4.4,9.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,306.7,770,456,6.3,2,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,9,70.4,0.8,458.8,6.1,2,2.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,151,789.7,868.9,464.7,31.4,10.9,3.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,258,626.3,911.4,467.4,39.6,16.1,3.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,64,199.9,772.9,460.1,30.1,3.6,11.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,127.8,790,461,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,54,426.6,954.3,470.7,14.3,8.7,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,74,0.5,466.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,16,91.8,1.6,470.6,6.4,4,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,71,81,470,2.8,1.4,2.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,144.2,133.5,472,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,17,778.4,1022.2,473.2,6.4,4,1.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,64,82.5,472.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,89.2,807.7,474.7,6.4,2.8,2.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,256,170,857.2,517.7,87.1,10.5,11.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,1120.7,1010.2,473.8,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,37,95.9,89.8,483.9,21.6,3.9,7.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,81,815.5,475.7,4.2,2.7,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,226,907.5,474.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,18,498.4,939.2,476.7,5.8,4.9,1.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,13,236.4,977.9,475.9,6.3,3,2.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,47,548.6,997.6,477.5,22.1,3.7,8.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,150,143.5,477,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,66.2,700.7,478.7,3.6,2.8,1.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,324.5,933,481,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,72.5,198.5,485,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,21,465.4,921.1,486.6,8.9,4.1,2.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,5,812.4,1023.5,486.5,5.1,1,5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,58,341.6,931.2,492.6,17,8.2,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,438.5,259,487.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,93,165,488.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,171,91.3,323.4,502.9,76.5,6.1,19.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,105.9,700.5,492,4.1,3,1.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,80.8,1009,492,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,5,83.8,803.5,493.5,3.2,2.8,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,13,116.5,27.7,496.1,7.2,3.1,2.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,13,88.2,973.1,497.1,7.6,3.8,2.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,15,101.2,1010.9,498.9,8.2,3,3.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,19,113.8,175.3,498.6,7.6,4,2.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,15,95.4,36.4,501.4,8.6,3.1,3.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,54,166.9,186.5,502.5,10.8,7.8,1.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,45,179.2,208.5,502.5,12.4,6,2.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,187,485.5,952.5,515,42.8,9.4,5.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,5,97.6,44.5,505.5,4.2,2.2,2.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,198,277.5,504.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,252,975.5,505.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,82,806,506.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,16,104.2,979.2,509.9,8.6,3.4,3.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,63.7,1012.8,507.2,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,27,99.6,55.7,510.9,12.5,4.4,3.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,105.5,195,510.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,71,790.5,512,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,68.7,303.8,513.2,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,116,313.7,368.1,518.9,19.4,10.6,1.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,18,121.6,787.6,514.7,9.4,3.6,3.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,38,91.2,72.4,519.3,21.5,3.6,8.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,106.5,308,515.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,5,120.6,375.3,516.1,3.6,2,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,31,77.6,29.3,522.5,16.4,3.5,6.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,135,92.6,406.5,520.5,54.5,6.7,13.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,153.9,924.5,519,6.7,2.8,2.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,93.2,984.2,518.7,5.8,3.5,1.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,69,1016,520,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,72,321.5,522.8,3.6,1.8,2.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,109,176.5,524,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,298.7,304.8,524.2,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,78.8,1018.3,524.5,4.2,2.7,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,74.6,326.5,525.4,5.8,2.7,2.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,10,146.1,683.6,526.2,5.8,3.1,2.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,9,71.4,90.9,527.2,6.4,2.8,2.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,13,77.4,189.6,527.3,5.4,4,1.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,208,308.5,526,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,456,960.2,526.5,4.5,3,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,23,93.3,934.3,530.4,9.1,4.7,2.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,20,89.5,335.1,530.6,8.9,3.6,3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,26,76,100.8,533.5,15.8,3.1,7.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,343,213.5,395.2,556.7,77.2,8.5,12.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,75,991.5,531,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,43,74.1,45.3,541.9,26.2,4,9.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,277.1,320,533,4.5,4,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,37,172.9,350.3,537.7,17.5,4.2,6.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,18,92.5,445.3,537.7,10.3,3.4,3.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,198.9,700.6,537.2,6.4,2.1,3.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,125.3,980.2,536.2,4.5,2.8,1.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,17,168,991.5,537,7.6,3.9,2.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,228,704.8,540.2,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,95.7,931.3,540.4,5.4,3,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,77.2,362,542,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,82,121,543,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,31,174.1,284.6,545.1,10.3,4.9,2.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,12,427.9,335.7,544.2,5.8,3.5,1.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,85,455.5,542.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,42,159.4,131.2,545.9,13.9,5.3,3.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,76,462.5,545.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6017,119.8,161,794.4,524.1,181.5,3.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,120,156.2,220.9,562.7,56.9,4.6,19.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,76,464.5,546.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,76.8,74,548.5,4.1,3,1.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,64,72.5,69.2,552.3,25.6,4.7,7.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,26,186.5,933.1,553.7,12.4,3.5,4.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,14,211.4,719.9,552.2,6.7,3.5,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,343.8,979.2,551.5,3.2,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,77.3,51.5,552.5,4.2,2.8,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,63.1,474.6,552.8,5.8,2.5,2.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,350.5,160.5,554,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,10,165.5,151.5,556,5,3,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,71,478.5,554.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,30,100.4,487.3,559.5,16.6,3.6,6.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,51,102.9,249.2,562.4,14.4,6.4,2.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,145,728.5,557.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,14,78.5,67.9,560.1,8.9,2.8,4.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,40,89.6,95,561,19.6,3.8,6.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,145,730.5,558.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,9,158.7,848.5,559.8,5,3,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,5,123.2,738.3,563.1,3.6,2,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,13,149.5,393.9,566.3,5.8,3.5,1.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,13,85.6,499.7,566.5,8.6,3.1,4.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,63,125.5,565.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,52,411.9,991.8,569.3,11.2,7.5,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,79,127.5,566.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,29,108.3,136.5,567.8,13.6,3.9,4.4,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,66.7,420.5,567,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,13,117.5,745.5,568.1,6.4,3.5,2.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,94.5,40.5,568,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,50,85.9,156.5,571.2,20.6,5.8,5.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,19,104.6,430.8,569.1,10.8,2.8,4.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,100,320.5,568.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,589.7,367.8,569.2,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,83.8,249,571,4.5,2.8,1.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,52,70.7,517.6,578.3,27.8,4.1,10.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,19,170.2,688,574.8,7.6,4,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,166,751,572.5,5,2.1,2.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,10,320.8,1001.7,572.5,5.8,3,2.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,7,73.1,442.8,573.5,5,2.7,2.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,72.5,482.5,574,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,67.8,657.5,575,4.1,3,1.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,82,155.5,575.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,28,75.5,452.6,580.1,17.2,3.3,8.2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,109,157.5,576.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,17,208.4,305.5,577.5,7.6,3,2.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,2,77,173,577.5,2.2,1,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1394,248.9,410.5,711,321.3,64.9,6.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,166.5,170,580,2.8,2,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,77.8,323.5,580,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,312,108.2,374.7,599.4,89.9,10,14.8,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,773,384.2,579.8,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,15,141.3,763.2,581.4,8.6,3.1,3.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,34,166.5,152.1,584,8.2,6,1.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,195,105.8,217.4,596.2,84.6,6.7,19.9,25306,5239.337474120082
DMV,04,DMV_04,varicosities,3,72,494.8,581.2,2.8,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,31,100.3,249.9,589,10.4,4,2.6,25306,5239.337474120082
DMV,04,DMV_04,varicosities,1,64,181.5,585.5,1.4,1,1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,9,75.2,502.2,586.6,8.1,2.6,4.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,10,223.7,774.5,586,5.4,2,2.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,204,138.4,830.1,607.3,47.1,11.9,7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,8,72,464.5,588,6.4,2.1,3.7,25306,5239.337474120082
DMV,04,DMV_04,varicosities,15,197.4,785,587.9,7.2,3.5,2.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,31,79.6,535.6,594.2,14.9,3.5,5.1,25306,5239.337474120082
DMV,04,DMV_04,varicosities,10,216.3,1020.7,591,4.5,3,1.3,25306,5239.337474120082
DMV,04,DMV_04,varicosities,4,86.8,187.5,591,3.6,2,2,25306,5239.337474120082
DMV,04,DMV_04,varicosities,6,129.2,794.5,591,3.6,2,1.5,25306,5239.337474120082
DMV,04,DMV_04,varicosities,107,93.3,492.6,605.2,56.8,5.2,20.6,25306,5239.337474120082
